Species,Authority,Family,Species_OtherName,Symmetry,Symmetry.note,Symmetry.reference,Symmetry.Sauquet,Symmetry.Reyes,Symmetry.Kalisz,Species.Sauquet.Original,Reference.Sauquet,Species.Reyes.Original,Ref.Reyes,Species.Kalisz.Original,Ref.Kalisz,Cleistogamy,Type.Cleistogamy,Reference.Cleistogamy,Comments.Cleistogamy,SCindex,AutofertilityIndex
Aremonia_agrimonioides,,Rosaceae,Aremonia agrimonoides (Kew etc.),Act,, https://www.inaturalist.org/taxa/354521-Aremonia-agrimonoides,,,,,,,,,,1,dimorphic,Kerner von Marilaun 1895,,,
Argemone_mexicana,,Papaveraceae,,Act,,Reyes et al. 2016; ,,Act,,,,Argemone mexicana,Reyes et al. 2016,,,0,,,,,
Argophyllum_laxum,,Argophyllaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Argophyllum laxum,"Sauquet et al., 2017",,,,,0,,,,,
Aristea_glauca,,Iridaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Aristea glauca,"Sauquet et al., 2017",,,,,0,,,,,
Aristolochia_macrophylla,,Aristolochiaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Aristolochia macrophylla,"Sauquet et al., 2017",Aristolochia macrophylla,Reyes et al. 2016,,,0,,,,,
Aristolochia_serpentaria,,Aristolochiaceae,,Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500164 et pers obs https://plants.usda.gov/core/profile?symbol=ARSE3,,,,,,,,,,1,dimorphic,Pfeifer 1966,,,
Arnica_montana,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Arnica montana,2,0,,,,0.944059817,0.90210468
Arnica_stricta,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Arnica alpina,2,0,,,,,
Arnoseris_minima,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Arnoseris minima,2,0,,,,,
Artemisia_absinthium,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Artemisia absinthium,2,0,,,,,
Artemisia_campestris,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Artemisia campestris,2,0,,,,,
Artemisia_glacialis,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Artemisia glacialis,2,0,,,,,
Artemisia_vulgaris,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Artemisia vulgaris,2,0,,,,,
Arytera_littoralis,,Sapindaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Arytera littoralis,Reyes et al. 2016,,,0,,,,,
Asarum_canadense,,Aristolochiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Asarum canadense,"Sauquet et al., 2017",,,,,0,,,,,
Asarum_caudigerum,,Aristolochiaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Asarum caudigerum,Reyes et al. 2016,,,0,,,,,
Asclepias_syriaca,,Apocynaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Asclepias syriaca,2,0,,,,,
Asimina_triloba,,Annonaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Asimina triloba,"Sauquet et al., 2017",,,,,0,,,,,
Asparagus_officinalis,,Asparagaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Asparagus officinalis,"Sauquet et al., 2017",Asparagus officinalis,Reyes et al. 2016,,,0,,,,,
Asperugo_procumbens,,Boraginaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Asperugo procumbens,1,0,,,,,
Asperula_cynanchica,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Asperula cynanchica,family scored from ref. 1,0,,,,,
Asperula_taurina,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Asperula taurina,1,0,,,,,
Aspicarpa_brevipes,,Malpighiaceae,,Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=102853 et pers obs http://midwestherbaria.org/imglib/midwest/F_Botany/201704/30540_1492288505_web.jpg et https://twitter.com/ruizlalo/status/1016494599127195648,,,,,,,,,,1,dimorphic,Ritzerow 1908,From Lord 1981,,
Aspicarpa_hirtella,,Malpighiaceae,,Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=102853 et pers obs https://www.inaturalist.org/observations/11120531,,,,,,,,,,1,dimorphic,Ritzerow 1908,From Lord 1981,,
Aspidosperma_quebracho-blanco,,Apocynaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aspidosperma quebracho-blanco,2,0,,,,,
Astelia_pumila,,Asteliaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Astelia pumila,Reyes et al. 2016,,,0,,,,,
Aster_alpinus,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aster alpinus,2,0,,,,,
Aster_amellus,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aster amellus,2,0,,,,,
Aster_salicifolius,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aster salicifolius,2,0,,,,,
Aster_sibiricus,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aster sibiricus,2,0,,,,,
Aster_tradescanti,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aster tradescanti,2,0,,,,,
Asteropeia_micraster,,Asteropeiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Asteropeia micraster,"Sauquet et al., 2017",Asteropeia micraster,Reyes et al. 2016,,,0,,,,,
Astragalus_cymbicarpos,,Leguminosae,,Zygo,,https://www.jstor.org/stable/pdf/2445601.pdf?refreqid=excelsior%3A8d0983ef511a488a2e9566a7923b9660,,,,,,,,,,1,dimorphic,Gallardo et al. 1993,,,
Astragalus_propinquus,,Leguminosae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Astragalus membranaceus,"Sauquet et al., 2017",,,,,0,,,,,
Astrantia_major,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Astrantia major,1,0,,,,,
Astrantia_minor,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Astrantia minor,1,0,,,,,
Asyneuma_campanuloides,,Campanulaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Phyteuma campanuloides,3,0,,,,,
Asyneuma_canescens,,Campanulaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Phyteuma canescens,3,0,,,,,
Asyneuma_limonifolium,,Campanulaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Phyteuma limoniifolium,3,0,,,,,
Asystasia_gangetica,,Acanthaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Asystasia gangetica,1,0,,,,,
Atherosperma_moschatum,,Atherospermataceae,,Act,,"Sauquet et al., 2017; ",Act,,,Atherosperma moschatum,"Sauquet et al., 2017",,,,,0,,,,,
Atkinsonia_ligustrina,,Loranthaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Atkinsonia ligustrina,Reyes et al. 2016,,,0,,,,,
Atraphaxis_spinosa,,Polygonaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Atraphaxis spinosa,Reyes et al. 2016,,,0,,,,,
Atropa_belladonna,,Solanaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; Kalisz et al., 2006",Act,Act,Act,Atropa belladonna,"Sauquet et al., 2017",Atropa belladonna,Reyes et al. 2016,Atropa belladona,family scored from ref. 1,0,,,,,
Atropanthe_sinensis,,Solanaceae,,Zygo,Zygo: https://www.inaturalist.org/taxa/159483-Browallia-americana,Reyes et al. 2016; ,,Zygo,,,,Atropanthe sinensis,Reyes et al. 2016,,,0,,,,,
Atuna_racemosa,,Chrysobalanaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Atuna racemosa,"Sauquet et al., 2017",Atuna racemosa,Reyes et al. 2016,,,0,,,,,
Aucuba_japonica,,Garryaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Aucuba japonica,"Sauquet et al., 2017",Aucuba japonica,Reyes et al. 2016,,,0,,,,,
Austrobaileya_scandens,,Austrobaileyaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Austrobaileya scandens,"Sauquet et al., 2017",Austrobaileya scandens,Reyes et al. 2016,,,0,,,,,
Averrhoa_carambola,,Oxalidaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Averrhoa carambola,"Sauquet et al., 2017",,,,,0,,,,,
Avicennia_germinans,,Acanthaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Avicennia germinans,1,0,,,,,
Azorella_selago,,Apiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Azorella selago,"Sauquet et al., 2017",Azorella selago,Reyes et al. 2016,,,0,,,,,
Baccharis_neglecta,,Compositae,,Act,,Reyes et al. 2016; ,,Act,,,,Baccharis neglecta,Reyes et al. 2016,,,0,,,,,
Balanophora_elongata,,Balanophoraceae,,Act,,Reyes et al. 2016; ,,Zygo,,,,Balanophora elongata,Reyes et al. 2016,,,0,,,,,
Balanophora_fungosa,,Balanophoraceae,,Act,,Reyes et al. 2016; ,,Act,,,,Balanophora fungosa,Reyes et al. 2016,,,0,,,,,
Balanops_vieillardii,,Balanopaceae,,Act,,Maarten et al. Plants of the Wolrd 2017 et pers obs https://www.delta-intkey.com/angio/www/balanopa.htm,,,,,,Balanops vieillardii,,,,0,,,,,
Ballota_nigra,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Ballota nigra,1,0,,,,,
Banksia_grandis,,Proteaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Banksia grandis,Reyes et al. 2016,,,0,,,,,
Barathranthus_axanthus,,Loranthaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Barathranthus axanthus,Reyes et al. 2016,,,0,,,,,
Barbeuia_madagascariensis,,Barbeuiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Barbeuia madagascariensis,"Sauquet et al., 2017",Barbeuia madagascariensis,Reyes et al. 2016,,,0,,,,,
Barbeya_oleoides,,Barbeyaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Barbeya oleoides,"Sauquet et al., 2017",Barbeya oleoides,Reyes et al. 2016,,,0,,,,,
Barleria_prionitis,,Acanthaceae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Barleria prionitis,"Sauquet et al., 2017",,,,,0,,,,,
Barnadesia_caryophylla,,Compositae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Barnadesia caryophylla,"Sauquet et al., 2017",Barnadesia caryophylla,Reyes et al. 2016,,,0,,,,,
Barnadesia_odorata,,Compositae,,Act,,Reyes et al. 2016; ,,Zygo,,,,Barnadesia odorata,Reyes et al. 2016,,,0,,,,,
Barringtonia_asiatica,,Lecythidaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Barringtonia asiatica,"Sauquet et al., 2017",,,,,0,,,,,
Bartsia_alpina,,Orobanchaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Bartsia alpina,family scored from ref. 1,0,,,,,
Basella_alba,,Basellaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Basella alba,"Sauquet et al., 2017",Basella alba,Reyes et al. 2016,,,0,,,,,
Batis_maritima,,Bataceae,,Zygo,"Zygo : Fleurs unisexuées, pollinated by wind: http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=103614  ; ""The flowers are staminate or carpellate and aggregated into dense, spicate, more or less strobilate, inflorescences. The carpellate flowers lack bracts or perianth and are fused together to form a compound fruit."" :http://www.mobot.org/MOBOT/Research/APweb/orders/brassicalesweb.htm#Bataceae","Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Act,,Batis maritima,"Sauquet et al., 2017",Batis maritima,Reyes et al. 2016,,,0,,,,,
Bauhinia_galpinii,,Leguminosae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Bauhinia galpinii,"Sauquet et al., 2017",,,,,0,,,,,
Beaucarnea_recurvata,,Asparagaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Beaucarnea recurvata,"Sauquet et al., 2017",,,,,0,,,,,
Beauprea_montana,,Proteaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Beauprea montana,Reyes et al. 2016,,,0,,,,,
Begonia_longifolia,,Begoniaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Begonia longifolia,Reyes et al. 2016,,,0,,,,,
Begonia_masoniana,,Begoniaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Begonia masoniana,Reyes et al. 2016,,,0,,,,,
Beiselia_mexicana,,Burseraceae,,Act,,Reyes et al. 2016; ,,Act,,,,Beiselia mexicana,Reyes et al. 2016,,,0,,,,,
Bejaria_resinosa,,Ericaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bejaria resinosa,1,0,,,,,
Bellendena_montana,,Proteaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Bellendena montana,Reyes et al. 2016,,,0,,,,,
Bellidastrum_michelii,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Aster bellidiastrus,2,0,,,,,
Bellis_perennis,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bellis perennis,2,0,,,,,
Belosynapsis_ciliata,,Commelinaceae,Cyanotis ciliata (Kew),Act,,Reyes et al. 2016; ,,Act,,,,Belosynapsis ciliata,Reyes et al. 2016,,,0,,,,,
Benthamina_alyxifolia,,Loranthaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Benthamina alyxifolia,Reyes et al. 2016,,,0,,,,,
Berberidopsis_corallina,,Berberidopsidaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Berberidopsis corallina,"Sauquet et al., 2017",Berberidopsis corallina,Reyes et al. 2016,,,0,,,,,
Bergia_texana,,Elatinaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Bergia texana,"Sauquet et al., 2017",,,,,0,,,,,
Berneuxia_thibetica,,Diapensiaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Berneuxia thibetica,Reyes et al. 2016,,,0,,,,,
Berula_erecta,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Berula erecta,1,0,,,,,
Berzelia_lanuginosa,,Bruniaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Berzelia lanuginosa,"Sauquet et al., 2017",,,,,0,,,,,
Beta_vulgaris,,Amaranthaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Beta vulgaris,"Sauquet et al., 2017",,,,,0,,,,,
Bhesa_paniculata,,Centroplacaceae,,Act,https://www.alamy.com/bhesa-indica-govindoo-image218375278.html?pv=1&stamp=2&imageid=321DCE59-C89B-4646-B8B6-40E9FF70F979&p=710335&n=0&orientation=0&pn=1&searchtype=0&IsFromSearch=1&srch=foo%3dbar%26st%3d0%26pn%3d1%26ps%3d100%26sortby%3d2%26resultview%3dsortbyPopular%26npgs%3d0%26qt%3dbhesa%26qt_raw%3dbhesa%26lic%3d3%26mr%3d0%26pr%3d0%26ot%3d0%26creative%3d%26ag%3d0%26hc%3d0%26pc%3d%26blackwhite%3d%26cutout%3d%26tbar%3d1%26et%3d0x000000000000000000000%26vp%3d0%26loc%3d0%26imgt%3d0%26dtfr%3d%26dtto%3d%26size%3d0xFF%26archive%3d1%26groupid%3d%26pseudoid%3d%26a%3d%26cdid%3d%26cdsrt%3d%26name%3d%26qn%3d%26apalib%3d%26apalic%3d%26lightbox%3d%26gname%3d%26gtype%3d%26xstx%3d0%26simid%3d%26saveQry%3d%26editorial%3d1%26nu%3d%26t%3d%26edoptin%3d%26customgeoip%3d%26cap%3d1%26cbstore%3d1%26vd%3d0%26lb%3d%26fi%3d2%26edrf%3d%26ispremium%3d1%26flip%3d0%26pl%3d,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Bhesa paniculata,"Sauquet et al., 2017",Bhesa paniculata,Reyes et al. 2016,,,0,,,,,
Bidens_cernua,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bidens cernua,2,0,,,,,
Bidens_tripartita,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bidens tripartita,2,0,,,,,
Biebersteinia_orphanidis,,Biebersteiniaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Biebersteinia orphanidis,"Sauquet et al., 2017",Biebersteinia orphanidis,Reyes et al. 2016,,,0,,,,,
Bignonia_capreolata,,Bignoniaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Bignonia capreolata,1,0,,,,,
Billardiera_heterophylla,,Pittosporaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Billardiera heterophylla,"Sauquet et al., 2017",Billardiera heterophylla,Reyes et al. 2016,,,0,,,,,
Billbergia_nutans,,Bromeliaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Billbergia nutans,Reyes et al. 2016,,,0,,,,,
Biophytum_sensitivum,,Oxalidaceae,,Act,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012374 et pers obs https://www.inaturalist.org/taxa/430725-Biophytum-sensitivum,,,,,,,,,,1,dimorphic,Darwin 1877,,,
Bischofia_javanica,,Phyllanthaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Bischofia javanica,"Sauquet et al., 2017",Bischofia javanica,Reyes et al. 2016,,,0,,,,,
Bixa_orellana,,Bixaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Bixa orellana,"Sauquet et al., 2017",Bixa orellana,Reyes et al. 2016,,,0,,,,,
Blackstonia_perfoliata,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Blackstonia perfoliata,1,0,,,,,
Blandfordia_punicea,,Blandfordiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Blandfordia punicea,"Sauquet et al., 2017",Blandfordia punicea,Reyes et al. 2016,,,0,,,,,
Blennospora_drummondii,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Blennospora drummondii,2,0,,,,,
Blennospora_phlegmatocarpa,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Calocephalus stowardii,2,0,,,,,
Boehmeria_nivea,,Urticaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Boehmeria nivea,"Sauquet et al., 2017",,,,,0,,,,,
Bomarea_edulis,,Alstroemeriaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Bomarea edulis,"Sauquet et al., 2017",,,,,0,,,,,
Bombax_ceiba,,Malvaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Bombax ceiba,"Sauquet et al., 2017",Bombax ceiba,Reyes et al. 2016,,,0,,,,,
Bonnetia_sessilis,,Bonnetiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Bonnetia sessilis,"Sauquet et al., 2017",Bonnetia sessilis,Reyes et al. 2016,,,0,,,,,
Bonplandia_geminiflora,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bonplandia geminiflora,1,0,,,,,
Boopis_graminea,,Calyceraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Boopis graminea,"Sauquet et al., 2017",,,,,0,,,,,
Borago_officinalis,,Boraginaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; Kalisz et al., 2006",Act,Act,Act,Borago officinalis,"Sauquet et al., 2017",Borago officinalis,Reyes et al. 2016,Borago officinalis,1,0,,,,,
Borthwickia_trifoliata,,Capparaceae,,Act,,"Su, Jun-Xia & Wang, Wei & Zhang, Li-Bing & Chen, Zhiduan. (2012). Phylogenetic placement of two enigmatic genera, Borthwickia and Stixis, based on molecular and pollen data, and the description of a new family of Brassicales, Borthwickiaceae. Taxon. 61. 601-611.  et pers obs http://www.efloras.org/object_page.aspx?object_id=112350&flora_id=2",,,,,,Borthwickia trifoliata,,,,0,,,,,
Borya_septentrionalis,,Boryaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Borya septentrionalis,"Sauquet et al., 2017",Borya septentrionalis,Reyes et al. 2016,,,0,,,,,
Bougainvillea_glabra,,Nyctaginaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Bougainvillea glabra,"Sauquet et al., 2017",,,,,0,,,,,
Bournea_sinensis,,Gesneriaceae,Oreocharis sinensis  (Kew),Act,,Reyes et al. 2016; ,,Act,,,,Bournea sinensis,Reyes et al. 2016,,,0,,,,,
Brachyglottis_bellidioides,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Senecio bellidioides,2,0,,,,,
Brachyglottis_lagopus,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Senecio lagopus,2,0,,,,,
Brachystephanus_cuspidatus,,Acanthaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Brachystephanus cuspidatus,1,0,,,,,
Brasenia_schreberi,,Cabombaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Brasenia schreberi,"Sauquet et al., 2017",,,,,0,,,,,
Brassica_napus,,Brassicaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Brassica napus,"Sauquet et al., 2017",Brassica napus,,,,0,,,,,
Bretschneidera_sinensis,,Akaniaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Bretschneidera sinensis,Reyes et al. 2016,,,0,,,,,
Brexia_madagascariensis,,Celastraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Brexia madagascariensis,"Sauquet et al., 2017",,,,,0,,,,,
Briggsia_longipes,,Gesneriaceae,Glabrella longipes (Kew),Zygo,,Reyes et al. 2016; ,,Zygo,,,,Briggsia longipes,Reyes et al. 2016,,,0,,,,,
Bromelia_antiacantha,,Bromeliaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Bromelia antiacantha,Reyes et al. 2016,,,0,,,,,
Browallia_americana,,Solanaceae,,Zygo,,"Reyes et al. 2016; Kalisz et al., 2006",,Zygo,Act,,,Browallia americana,Reyes et al. 2016,Browallia elata,1,0,,,,,
Bruguiera_gymnorhiza,,Rhizophoraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Bruguiera gymnorhiza,"Sauquet et al., 2017",,,,,0,,,,,
Brunellia_acutangula,,Brunelliaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Brunellia acutangula,"Sauquet et al., 2017",Brunellia acutangula,Reyes et al. 2016,,,0,,,,,
Brunia_albiflora,,Bruniaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Brunia albiflora,"Sauquet et al., 2017",Brunia albiflora,Reyes et al. 2016,,,0,,,,,
Brunonia_australis,,Goodeniaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Brunonia australis,Reyes et al. 2016,,,0,,,,,
Buglossoides_arvensis,,Boraginaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Lithospermum arvense,1,0,,,,,
Buglossoides_purpurocaerulea,,Boraginaceae,Aegonychon purpurocaeruleum (Kew),Act,,"Kalisz et al., 2006",,,Act,,,,,Lithospermum purpurocaeruleum,1,0,,,,,
Bulbine_succulenta,,Xanthorrhoeaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Bulbine succulenta,"Sauquet et al., 2017",Bulbine succulenta,Reyes et al. 2016,,,0,,,,,
Bulnesia_retamo,,Zygophyllaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Bulnesia retamo,Reyes et al. 2016,,,0,,,,,
Bupleurum_americanum,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bupleurum americanum,1,0,,,,,
Bupleurum_longifolium,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bupleurum longifolium,1,0,,,,,
Bupleurum_ranunculoides,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bupleurum ranunculoides,1,0,,,,,
Bupleurum_stellatum,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Bupleurum stellatum,1,0,,,,,
Burmannia_biflora,,Burmanniaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Burmannia biflora,"Sauquet et al., 2017",Burmannia biflora,Reyes et al. 2016,,,0,,,,,
Butomus_umbellatus,,Butomaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Butomus umbellatus,Reyes et al. 2016,,,0,,,,,
Buxus_sempervirens,,Buxaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Buxus sempervirens,"Sauquet et al., 2017",Buxus sempervirens,Reyes et al. 2016,,,0,,,,,
Byblis_liniflora,,Byblidaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Byblis liniflora,"Sauquet et al., 2017",Byblis liniflora,Reyes et al. 2016,,,0,,,,,
Byrsonima_crassifolia,,Malpighiaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Byrsonima crassifolia,"Sauquet et al., 2017",Byrsonima crassifolia,Reyes et al. 2016,,,0,,,,,
Cabomba_caroliniana,,Cabombaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Cabomba caroliniana,"Sauquet et al., 2017",Cabomba caroliniana,Reyes et al. 2016,,,0,,,,,
Caccinia_strigosa,,Boraginaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Caccinia strigosa,Reyes et al. 2016,,,0,,,,,
Cadaba_kirkii,,Capparaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Cadaba kirkii,Reyes et al. 2016,,,0,,,,,
Caesalpinia_pulcherrima,,Leguminosae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Caesalpinia pulcherrima,Reyes et al. 2016,,,0,,,,,
Calathea_micans,,Marantaceae,Goeppertia micans (Kew et JBM!),Zygo,, http://www.tropicos.org/Image/100131440,,,,,,,,,,1,dimorphic,Le Corff 1993,,,
Calectasia_intermedia,,Dasypogonaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Calectasia intermedia,"Sauquet et al., 2017",,,,,0,,,,,
Calepina_irregularis,,Brassicaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Calepina irregularis,Reyes et al. 2016,,,0,,,,,
Callicarpa_dichotoma,,Lamiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Callicarpa dichotoma,"Sauquet et al., 2017",Callicarpa dichotoma,Reyes et al. 2016,,,0,,,,,
Callisia_fragrans,,Commelinaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Callisia fragrans,Reyes et al. 2016,,,0,,,,,
Callistephus_chinensis,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Callistephus chinensis,2,0,,,,,
Calochortus_nuttallii,,Liliaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Calochortus nuttallii,Reyes et al. 2016,,,0,,,,,
Calophyllum_soulattri,,Clusiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Calophyllum soulattri,"Sauquet et al., 2017",Calophyllum soulattri,Reyes et al. 2016,,,0,,,,,
Calycanthus_floridus,,Calycanthaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Calycanthus floridus,"Sauquet et al., 2017",,,,,0,,,,,
Calystegia_sepium,,Convolvulaceae,,Act,,"Reyes et al. 2016; Kalisz et al., 2006",,Act,Act,,,Calystegia sepium,Reyes et al. 2016,Convolvulus sepium,1,0,,,,,
