web,plant,symmetry,n.poll,n.shared,n.shared.a,n.shared.z,mn.n.shared,mn.n.shared.a,mn.n.shared.z,md.n.shared,md.n.shared.a,md.n.shared.z
M_PL_060_02,Molinaea alternifolia,actinomorphic,1,1,0,0,0.545454545454545,0.545454545454545,NA,1,1,NA
M_PL_060_03,Toddalia asiatica,actinomorphic,19,13,13,0,5.25,5.25,NA,5,5,NA
M_PL_060_03,Molinaea alternifolia,actinomorphic,16,16,16,0,5.25,5.25,NA,5,5,NA
M_PL_060_03,Aphloia theiformis,actinomorphic,10,10,10,0,3.91666666666667,3.91666666666667,NA,4.5,4.5,NA
M_PL_060_03,Psiadia terebinthina,actinomorphic,17,15,15,0,5.25,5.25,NA,5,5,NA
M_PL_060_03,Stillingia lineata,actinomorphic,11,6,6,0,2.41666666666667,2.41666666666667,NA,2,2,NA
M_PL_060_03,Croton fothergillifolius,actinomorphic,17,16,16,0,5.41666666666667,5.41666666666667,NA,4,4,NA
M_PL_060_03,Roussea simplex,actinomorphic,10,7,7,0,2.91666666666667,2.91666666666667,NA,2.5,2.5,NA
M_PL_060_03,Erythroxylum macrocarpum,actinomorphic,14,11,11,0,4.25,4.25,NA,4,4,NA
M_PL_060_03,Chassalia coriacea,actinomorphic,6,4,4,0,2.16666666666667,2.16666666666667,NA,2,2,NA
M_PL_060_03,Bertiera zaluzania,actinomorphic,5,5,5,0,1.91666666666667,1.91666666666667,NA,2,2,NA
M_PL_060_03,Dodonaea viscosa,actinomorphic,1,1,0,0,0.75,0.75,NA,1,1,NA
M_PL_060_03,Antirhea borbonica,actinomorphic,2,2,2,0,0.583333333333333,0.583333333333333,NA,0,0,NA
M_PL_060_03,Claoxylon linostachys,actinomorphic,2,2,2,0,0.583333333333333,0.583333333333333,NA,0.5,0.5,NA
M_PL_060_04,Sideroxylon cinereum,actinomorphic,12,10,10,0,1.95,1.95,NA,1.5,1.5,NA
M_PL_060_04,Molinaea alternifolia,actinomorphic,16,13,13,0,2.7,2.7,NA,2,2,NA
M_PL_060_04,Aphloia theiformis,actinomorphic,14,13,13,0,3.2,3.2,NA,2.5,2.5,NA
M_PL_060_04,Croton fothergillifolius,actinomorphic,12,11,11,0,3,3,NA,3,3,NA
M_PL_060_04,Syzygium venosum,actinomorphic,5,5,5,0,1.65,1.65,NA,1,1,NA
M_PL_060_04,Roussea simplex,actinomorphic,4,4,4,0,0.8,0.8,NA,1,1,NA
M_PL_060_04,Stillingia lineata,actinomorphic,6,4,4,0,1.05,1.05,NA,1,1,NA
M_PL_060_04,Dracaena reflexa,actinomorphic,12,11,11,0,2.55,2.55,NA,2,2,NA
M_PL_060_04,Bertiera zaluzania,actinomorphic,5,4,4,0,0.95,0.95,NA,1,1,NA
M_PL_060_04,Coffea mauritiana,actinomorphic,4,3,3,0,1.2,1.2,NA,1,1,NA
M_PL_060_04,Chassalia coriacea,actinomorphic,6,5,5,0,1.35,1.35,NA,1,1,NA
M_PL_060_04,Claoxylon linostachys,actinomorphic,5,5,5,0,0.65,0.65,NA,0.5,0.5,NA
M_PL_060_04,Psiadia terebinthina,actinomorphic,7,7,7,0,2.1,2.1,NA,2,2,NA
M_PL_060_04,Antidesma madagascariense,actinomorphic,6,4,4,0,1.2,1.2,NA,1,1,NA
M_PL_060_04,Antirhea borbonica,actinomorphic,6,5,5,0,1.2,1.2,NA,1,1,NA
M_PL_060_04,Toddalia asiatica,actinomorphic,4,3,3,0,1.2,1.2,NA,1,1,NA
M_PL_060_04,Erythroxylum macrocarpum,actinomorphic,3,2,2,0,0.95,0.95,NA,1,1,NA
M_PL_060_04,Pandanus wiehii,actinomorphic,2,2,2,0,0.2,0.2,NA,0,0,NA
M_PL_060_04,Agauria salicifolia,actinomorphic,2,2,2,0,0.75,0.75,NA,1,1,NA
M_PL_060_04,Flagellaria indica,actinomorphic,2,2,2,0,1.1,1.1,NA,1,1,NA
M_PL_060_04,Polyscias mauritiana,actinomorphic,1,1,0,0,0.55,0.55,NA,1,1,NA
M_PL_060_05,Sideroxylon puberulum,actinomorphic,17,12,12,0,2.09375,2.09375,NA,2,2,NA
M_PL_060_05,Psiadia terebinthina,actinomorphic,12,9,9,0,1.6875,1.6875,NA,1,1,NA
M_PL_060_05,Aphloia theiformis,actinomorphic,6,4,4,0,1.125,1.125,NA,1,1,NA
M_PL_060_05,Coffea mauritiana,actinomorphic,9,7,7,0,1.71875,1.71875,NA,2,2,NA
M_PL_060_05,Polyscias mauritiana,actinomorphic,6,4,4,0,0.875,0.875,NA,1,1,NA
M_PL_060_05,Dracaena reflexa,actinomorphic,3,3,3,0,0.78125,0.78125,NA,1,1,NA
M_PL_060_05,Claoxylon linostachys,actinomorphic,3,2,2,0,0.1875,0.1875,NA,0,0,NA
M_PL_060_05,Bertiera zaluzania,actinomorphic,5,4,4,0,1.03125,1.03125,NA,1,1,NA
M_PL_060_05,Pittosporum senacia,actinomorphic,5,5,5,0,1.25,1.25,NA,1,1,NA
M_PL_060_05,Coffea macrocarpa,actinomorphic,6,5,5,0,0.75,0.75,NA,0,0,NA
M_PL_060_05,Antirhea borbonica,actinomorphic,2,2,2,0,0.34375,0.34375,NA,0,0,NA
M_PL_060_05,Stillingia lineata,actinomorphic,4,4,4,0,1.0625,1.0625,NA,1,1,NA
M_PL_060_05,Doratoxylon apetalum,actinomorphic,4,4,4,0,0.59375,0.59375,NA,0,0,NA
M_PL_060_05,Mimusops erythroxylon,actinomorphic,5,2,2,0,0.25,0.25,NA,0,0,NA
M_PL_060_05,Phyllanthus phillyreifolius,actinomorphic,4,2,2,0,0.3125,0.3125,NA,0,0,NA
M_PL_060_05,Antidesma madagascariense,actinomorphic,5,2,2,0,0.53125,0.53125,NA,0.5,0.5,NA
M_PL_060_05,Croton fothergillifolius,actinomorphic,5,5,5,0,1.40625,1.40625,NA,1,1,NA
M_PL_060_05,Grangeria borbonica,actinomorphic,4,4,4,0,0.875,0.875,NA,1,1,NA
M_PL_060_05,Erythroxylum macrocarpum,actinomorphic,6,6,6,0,0.78125,0.78125,NA,0.5,0.5,NA
M_PL_060_05,Chassalia coriacea,actinomorphic,1,1,0,0,0.125,0.125,NA,0,0,NA
M_PL_060_05,Chassalia petrinensis,actinomorphic,4,1,1,0,0.3125,0.3125,NA,0,0,NA
M_PL_060_05,Erythrospermum monticolum,actinomorphic,4,3,3,0,0.375,0.375,NA,0,0,NA
M_PL_060_05,Flagellaria indica,actinomorphic,3,2,2,0,0.75,0.75,NA,1,1,NA
M_PL_060_05,Monimiastrum globosum,actinomorphic,5,4,4,0,0.59375,0.59375,NA,0,0,NA
M_PL_060_05,Roussea simplex,actinomorphic,2,2,2,0,0.59375,0.59375,NA,0.5,0.5,NA
M_PL_060_05,Cordemoya integrifolia,actinomorphic,2,2,2,0,0.6875,0.6875,NA,1,1,NA
M_PL_060_05,Molinaea alternifolia,actinomorphic,3,3,3,0,0.5625,0.5625,NA,0,0,NA
M_PL_060_05,Euodia chapelieri,actinomorphic,2,2,2,0,0.5625,0.5625,NA,0.5,0.5,NA
M_PL_060_05,Faujasiopsis flexuosa,actinomorphic,2,2,2,0,0.75,0.75,NA,1,1,NA
M_PL_060_05,Ochna mauritiana,actinomorphic,2,1,1,0,0.125,0.125,NA,0,0,NA
M_PL_060_05,Agauria salicifolia,actinomorphic,1,1,0,0,0.46875,0.46875,NA,0,0,NA
M_PL_060_05,Olea lancea,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_05,Pandanus wiehii,actinomorphic,1,1,0,0,0.3125,0.3125,NA,0,0,NA
M_PL_060_06,Coffea macrocarpa,actinomorphic,7,6,6,0,1.28,1.28,NA,1,1,NA
M_PL_060_06,Sideroxylon puberulum,actinomorphic,15,4,4,0,0.92,0.92,NA,1,1,NA
M_PL_060_06,Phyllanthus phillyreifolius,actinomorphic,2,1,1,0,0.36,0.36,NA,0,0,NA
M_PL_060_06,Badula platiphylla,actinomorphic,4,2,2,0,0.28,0.28,NA,0,0,NA
M_PL_060_06,Coffea mauritiana,actinomorphic,6,5,5,0,1.12,1.12,NA,1,1,NA
M_PL_060_06,Warneckea trinervis,actinomorphic,5,4,4,0,0.84,0.84,NA,1,1,NA
M_PL_060_06,Antirhea borbonica,actinomorphic,1,1,0,0,0.28,0.28,NA,0,0,NA
M_PL_060_06,Grangeria borbonica,actinomorphic,6,5,5,0,1,1,NA,1,1,NA
M_PL_060_06,Helichrysum proteoides,actinomorphic,7,4,4,0,0.44,0.44,NA,0,0,NA
M_PL_060_06,Mimusops erythroxylon,actinomorphic,4,3,3,0,0.68,0.68,NA,1,1,NA
M_PL_060_06,Aphloia theiformis,actinomorphic,3,3,3,0,0.72,0.72,NA,1,1,NA
M_PL_060_06,Agauria salicifolia,actinomorphic,2,2,2,0,0.32,0.32,NA,0,0,NA
M_PL_060_06,Psiadia terebinthina,actinomorphic,6,6,6,0,0.8,0.8,NA,1,1,NA
M_PL_060_06,Bertiera zaluzania,actinomorphic,3,2,2,0,0.64,0.64,NA,0,0,NA
M_PL_060_06,Gaertnera rotundifolia,actinomorphic,5,2,2,0,0.44,0.44,NA,0,0,NA
M_PL_060_06,Stillingia lineata,actinomorphic,5,4,4,0,0.48,0.48,NA,0,0,NA
M_PL_060_06,Faujasiopsis flexuosa,actinomorphic,3,2,2,0,0.32,0.32,NA,0,0,NA
M_PL_060_06,Olea lancea,actinomorphic,2,2,2,0,0.48,0.48,NA,0,0,NA
M_PL_060_06,Cordemoya integrifolia,actinomorphic,1,1,0,0,0.36,0.36,NA,0,0,NA
M_PL_060_06,Euodia chapelieri,actinomorphic,2,2,2,0,0.24,0.24,NA,0,0,NA
M_PL_060_06,Monimiastrum globosum,actinomorphic,1,1,0,0,0.2,0.2,NA,0,0,NA
M_PL_060_06,Ochna mauritiana,actinomorphic,2,2,2,0,0.12,0.12,NA,0,0,NA
M_PL_060_06,Erythrospermum monticolum,actinomorphic,1,1,0,0,0.08,0.08,NA,0,0,NA
M_PL_060_06,Flagellaria indica,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_06,Ocotea laevigata,actinomorphic,1,1,0,0,0.2,0.2,NA,0,0,NA
M_PL_060_06,Polyscias mauritiana,actinomorphic,1,1,0,0,0.2,0.2,NA,0,0,NA
M_PL_060_07,Sideroxylon puberulum,actinomorphic,15,7,7,0,1.07142857142857,1.03703703703704,2,1,1,2
M_PL_060_07,Labourdonnaisia callophylloides,actinomorphic,4,3,3,0,1.21428571428571,1.18518518518519,2,1,1,2
M_PL_060_07,Psiadia terebinthina,actinomorphic,9,7,7,0,1.75,1.7037037037037,3,2,2,3
M_PL_060_07,Bakerella hoyifolia,zygomorphic,3,3,3,0,1.35714285714286,1.35714285714286,NA,1,1,NA
M_PL_060_07,Stillingia lineata,actinomorphic,6,4,4,0,1.14285714285714,1.11111111111111,2,1,1,2
M_PL_060_07,Warneckea trinervis,actinomorphic,3,3,3,0,1.10714285714286,1.11111111111111,1,1,1,1
M_PL_060_07,Gaertnera sp1 M_PL_066,actinomorphic,5,4,4,0,1.42857142857143,1.40740740740741,2,1,1,2
M_PL_060_07,Eugenia orbiculata,actinomorphic,4,4,4,0,1.42857142857143,1.40740740740741,2,1.5,1,2
M_PL_060_07,Phyllanthus phillyreifolius,actinomorphic,5,3,3,0,0.714285714285714,0.703703703703704,1,1,1,1
M_PL_060_07,Euodia chapelieri,actinomorphic,5,5,5,0,1.75,1.7037037037037,3,2,2,3
M_PL_060_07,Flagellaria indica,actinomorphic,4,3,3,0,1.10714285714286,1.11111111111111,1,1,1,1
M_PL_060_07,Gaertnera petrinensis,actinomorphic,4,3,3,0,0.75,0.740740740740741,1,1,1,1
M_PL_060_07,Agauria salicifolia,actinomorphic,2,1,1,0,0.678571428571429,0.666666666666667,1,1,1,1
M_PL_060_07,Antidesma madagascariense,actinomorphic,3,3,3,0,0.571428571428571,0.555555555555556,1,0.5,0,1
M_PL_060_07,Cordemoya integrifolia,actinomorphic,2,2,2,0,1.14285714285714,1.11111111111111,2,1,1,2
M_PL_060_07,Erythrospermum monticolum,actinomorphic,4,3,3,0,0.428571428571429,0.444444444444444,0,0,0,0
M_PL_060_07,Euodia obtusifolia,actinomorphic,4,4,4,0,1.53571428571429,1.51851851851852,2,2,2,2
M_PL_060_07,Helichrysum proteoides,actinomorphic,1,1,0,0,0.678571428571429,0.666666666666667,1,1,1,1
M_PL_060_07,Olea lancea,actinomorphic,4,4,4,0,1.14285714285714,1.11111111111111,2,1,1,2
M_PL_060_07,Smilax anceps,actinomorphic,3,3,3,0,0.928571428571429,0.925925925925926,1,1,1,1
M_PL_060_07,Mimusops erythroxylon,actinomorphic,2,2,2,0,0.892857142857143,0.851851851851852,2,1,1,2
M_PL_060_07,Monimiastrum globosum,actinomorphic,2,2,2,0,0.714285714285714,0.703703703703704,1,1,1,1
M_PL_060_07,Pandanus barklyi,actinomorphic,3,3,3,0,0.821428571428571,0.814814814814815,1,1,1,1
M_PL_060_07,Pyrostria fasciculata,actinomorphic,3,3,3,0,0.964285714285714,0.962962962962963,1,1,1,1
M_PL_060_07,Badula platiphylla,actinomorphic,2,1,1,0,0.464285714285714,0.444444444444444,1,0,0,1
M_PL_060_07,Grangeria borbonica,actinomorphic,2,2,2,0,1.14285714285714,1.11111111111111,2,1,1,2
M_PL_060_07,Ocotea laevigata,actinomorphic,2,1,1,0,0.178571428571429,0.185185185185185,0,0,0,0
M_PL_060_07,Pandanus wiehii,actinomorphic,1,1,0,0,0.0714285714285714,0.0740740740740741,0,0,0,0
M_PL_060_07,Gaertnera rotundifolia,actinomorphic,1,1,0,0,0.0357142857142857,0.037037037037037,0,0,0,0
M_PL_060_08,Pandanus barklyi,actinomorphic,4,2,2,0,0.5,0.5,NA,0,0,NA
M_PL_060_08,Syzygium coriaceum,actinomorphic,7,7,7,0,1.16666666666667,1.16666666666667,NA,0.5,0.5,NA
M_PL_060_08,Pittosporum senacia,actinomorphic,8,8,8,0,2.05555555555556,2.05555555555556,NA,2,2,NA
M_PL_060_08,Aphloia theiformis,actinomorphic,4,4,4,0,1.38888888888889,1.38888888888889,NA,1,1,NA
M_PL_060_08,Gaertnera sp1 M_PL_067,actinomorphic,4,2,2,0,0.833333333333333,0.833333333333333,NA,1,1,NA
M_PL_060_08,Tabernaemontana persicarifolia,actinomorphic,3,2,2,0,0.444444444444444,0.444444444444444,NA,0,0,NA
M_PL_060_08,Diospyros revaughanii,actinomorphic,4,4,4,0,0.944444444444444,0.944444444444444,NA,1,1,NA
M_PL_060_08,Psiadia terebinthina,actinomorphic,7,5,5,0,1.72222222222222,1.72222222222222,NA,2,2,NA
M_PL_060_08,Stillingia lineata,actinomorphic,11,5,5,0,0.666666666666667,0.666666666666667,NA,0,0,NA
M_PL_060_08,Gaertnera rotundifolia,actinomorphic,1,1,0,0,0.388888888888889,0.388888888888889,NA,0,0,NA
M_PL_060_08,Euodia obtusifolia,actinomorphic,3,3,3,0,1,1,NA,1,1,NA
M_PL_060_08,Turraea rigida,actinomorphic,2,2,2,0,0.777777777777778,0.777777777777778,NA,0.5,0.5,NA
M_PL_060_08,Gaertnera petrinensis,actinomorphic,3,2,2,0,0.777777777777778,0.777777777777778,NA,1,1,NA
M_PL_060_08,Labourdonnaisia callophylloides,actinomorphic,3,2,2,0,0.5,0.5,NA,0,0,NA
M_PL_060_08,Phyllanthus phillyreifolius,actinomorphic,2,1,1,0,0.333333333333333,0.333333333333333,NA,0,0,NA
M_PL_060_08,Euodia chapelieri,actinomorphic,2,2,2,0,0.611111111111111,0.611111111111111,NA,0.5,0.5,NA
M_PL_060_08,Ochna mauritiana,actinomorphic,2,2,2,0,0.777777777777778,0.777777777777778,NA,0.5,0.5,NA
M_PL_060_08,Cordemoya integrifolia,actinomorphic,1,1,0,0,0.388888888888889,0.388888888888889,NA,0,0,NA
M_PL_060_08,Smilax anceps,actinomorphic,1,1,0,0,0.388888888888889,0.388888888888889,NA,0,0,NA
M_PL_060_09,Pittosporum senacia,actinomorphic,9,8,8,0,1.64705882352941,1.64705882352941,NA,1,1,NA
M_PL_060_09,Aphloia theiformis,actinomorphic,11,6,6,0,1.47058823529412,1.47058823529412,NA,1,1,NA
M_PL_060_09,Embelia angustifolia,actinomorphic,2,1,1,0,0.117647058823529,0.117647058823529,NA,0,0,NA
M_PL_060_09,Stillingia lineata,actinomorphic,13,9,9,0,1.23529411764706,1.23529411764706,NA,1,1,NA
M_PL_060_09,Memecylon ovatifolium,actinomorphic,6,6,6,0,1.05882352941176,1.05882352941176,NA,1,1,NA
M_PL_060_09,Syzygium coriaceum,actinomorphic,6,4,4,0,0.529411764705882,0.529411764705882,NA,0,0,NA
M_PL_060_09,Diospyros revaughanii,actinomorphic,3,2,2,0,0.647058823529412,0.647058823529412,NA,1,1,NA
M_PL_060_09,Gaertnera sp1 M_PL_068,actinomorphic,7,2,2,0,0.647058823529412,0.647058823529412,NA,1,1,NA
M_PL_060_09,Casearia coriacea,actinomorphic,1,1,0,0,0.411764705882353,0.411764705882353,NA,0,0,NA
M_PL_060_09,Calophyllum eputamen,actinomorphic,5,5,5,0,1.05882352941176,1.05882352941176,NA,1,1,NA
M_PL_060_09,Olea lancea,actinomorphic,3,2,2,0,0.352941176470588,0.352941176470588,NA,0,0,NA
M_PL_060_09,Labourdonnaisia callophylloides,actinomorphic,2,1,1,0,0.470588235294118,0.470588235294118,NA,0,0,NA
M_PL_060_09,Tabernaemontana persicarifolia,actinomorphic,1,1,0,0,0.176470588235294,0.176470588235294,NA,0,0,NA
M_PL_060_09,Antidesma madagascariense,actinomorphic,3,1,1,0,0.117647058823529,0.117647058823529,NA,0,0,NA
M_PL_060_09,Euodia chapelieri,actinomorphic,2,2,2,0,0.882352941176471,0.882352941176471,NA,1,1,NA
M_PL_060_09,Turraea rigida,actinomorphic,2,2,2,0,0.882352941176471,0.882352941176471,NA,1,1,NA
M_PL_060_09,Warneckea trinervis,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_09,Xylopia lamarckii,actinomorphic,1,1,0,0,0.411764705882353,0.411764705882353,NA,0,0,NA
M_PL_060_10,Pyrostria fasciculata,actinomorphic,5,5,5,0,0.923076923076923,0.923076923076923,NA,0,0,NA
M_PL_060_10,Labourdonnaisia callophylloides,actinomorphic,3,3,3,0,0.615384615384615,0.615384615384615,NA,1,1,NA
M_PL_060_10,Stillingia lineata,actinomorphic,10,6,6,0,0.923076923076923,0.923076923076923,NA,0,0,NA
M_PL_060_10,Syzygium coriaceum,actinomorphic,9,7,7,0,1.46153846153846,1.46153846153846,NA,1,1,NA
M_PL_060_10,Gaertnera sp1 M_PL_069,actinomorphic,7,4,4,0,0.846153846153846,0.846153846153846,NA,1,1,NA
M_PL_060_10,Syzygium petrinese,actinomorphic,1,1,0,0,0.307692307692308,0.307692307692308,NA,0,0,NA
M_PL_060_10,Diospyros revaughanii,actinomorphic,4,3,3,0,0.615384615384615,0.615384615384615,NA,0,0,NA
M_PL_060_10,Euodia obtusifolia,actinomorphic,3,2,2,0,0.307692307692308,0.307692307692308,NA,0,0,NA
M_PL_060_10,Embelia angustifolia,actinomorphic,2,2,2,0,0.307692307692308,0.307692307692308,NA,0,0,NA
M_PL_060_10,Memecylon ovatifolium,actinomorphic,2,2,2,0,0.538461538461538,0.538461538461538,NA,0,0,NA
M_PL_060_10,Syzygium commersonii,actinomorphic,2,2,2,0,0.384615384615385,0.384615384615385,NA,0,0,NA
M_PL_060_10,Tristhema mauritiana,actinomorphic,1,1,0,0,0.307692307692308,0.307692307692308,NA,0,0,NA
M_PL_060_10,Tabernaemontana persicarifolia,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_10,Xyris sp1 M_PL_069,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_11,Syzygium coriaceum,actinomorphic,10,6,6,0,1.07692307692308,1.07692307692308,NA,1,1,NA
M_PL_060_11,Diospyros revaughanii,actinomorphic,3,2,2,0,0.538461538461538,0.538461538461538,NA,0,0,NA
M_PL_060_11,Syzygium petrinese,actinomorphic,4,3,3,0,0.615384615384615,0.615384615384615,NA,1,1,NA
M_PL_060_11,Casearia coriacea,actinomorphic,2,2,2,0,0.384615384615385,0.384615384615385,NA,0,0,NA
M_PL_060_11,Labourdonnaisia callophylloides,actinomorphic,2,2,2,0,0.615384615384615,0.615384615384615,NA,1,1,NA
M_PL_060_11,Calophyllum eputamen,actinomorphic,4,4,4,0,0.769230769230769,0.769230769230769,NA,1,1,NA
M_PL_060_11,Gaertnera sp1 M_PL_070,actinomorphic,6,3,3,0,0.538461538461538,0.538461538461538,NA,0,0,NA
M_PL_060_11,Ocotea laevigata,actinomorphic,3,3,3,0,0.538461538461538,0.538461538461538,NA,0,0,NA
M_PL_060_11,Stillingia lineata,actinomorphic,3,2,2,0,0.384615384615385,0.384615384615385,NA,0,0,NA
M_PL_060_11,Syzygium mauritianum,actinomorphic,2,2,2,0,0.538461538461538,0.538461538461538,NA,0,0,NA
M_PL_060_11,Cordemoya integrifolia,actinomorphic,1,1,0,0,0.307692307692308,0.307692307692308,NA,0,0,NA
M_PL_060_11,Tristhema mauritiana,actinomorphic,1,1,0,0,0.307692307692308,0.307692307692308,NA,0,0,NA
M_PL_060_11,Euodia obtusifolia,actinomorphic,1,1,0,0,0.0769230769230769,0.0769230769230769,NA,0,0,NA
M_PL_060_11,Syzygium commersonii,actinomorphic,1,1,0,0,0.230769230769231,0.230769230769231,NA,0,0,NA
M_PL_060_12,Syzygium glomeratum,actinomorphic,8,6,6,0,2,2,NA,1.5,1.5,NA
M_PL_060_12,Stillingia lineata,actinomorphic,8,4,4,0,1.2,1.2,NA,0.5,0.5,NA
M_PL_060_12,Badula insularis,actinomorphic,9,8,8,0,2.6,2.6,NA,3,3,NA
M_PL_060_12,Aphloia theiformis,actinomorphic,9,8,8,0,2.9,2.9,NA,3,3,NA
M_PL_060_12,Syzygium petrinese,actinomorphic,4,3,3,0,0.7,0.7,NA,0.5,0.5,NA
M_PL_060_12,Diospyros revaughanii,actinomorphic,4,3,3,0,1.3,1.3,NA,1,1,NA
M_PL_060_12,Pleurostylia leucocarpa,actinomorphic,8,5,5,0,1.8,1.8,NA,1.5,1.5,NA
M_PL_060_12,Calophyllum eputamen,actinomorphic,5,5,5,0,1.8,1.8,NA,2,2,NA
M_PL_060_12,Pandanus rigidifolius,actinomorphic,3,3,3,0,1.2,1.2,NA,1.5,1.5,NA
M_PL_060_12,Turraea rigida,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_12,Xyris sp1 M_PL_071,actinomorphic,1,1,0,0,0.3,0.3,NA,0,0,NA
M_PL_060_13,Sideroxylon cinereum,actinomorphic,19,10,10,0,2.33333333333333,2.33333333333333,NA,2,2,NA
M_PL_060_13,Croton fothergillifolius,actinomorphic,5,4,4,0,0.833333333333333,0.833333333333333,NA,0.5,0.5,NA
M_PL_060_13,Dodonaea viscosa,actinomorphic,11,6,6,0,1.66666666666667,1.66666666666667,NA,1.5,1.5,NA
M_PL_060_13,Trochetia blackburniana,actinomorphic,1,1,0,0,0.166666666666667,0.166666666666667,NA,0,0,NA
M_PL_060_13,Psiadia terebinthina,actinomorphic,8,6,6,0,1.5,1.5,NA,0.5,0.5,NA
M_PL_060_13,Erythroxylum macrocarpum,actinomorphic,3,3,3,0,0.833333333333333,0.833333333333333,NA,1,1,NA
M_PL_060_13,Claoxylon linostachys,actinomorphic,1,0,0,0,0,0,NA,0,0,NA
M_PL_060_14,Sideroxylon cinereum,actinomorphic,16,11,11,0,4,4,NA,3.5,3.5,NA
M_PL_060_14,Homalanthus populifolius,actinomorphic,10,8,8,0,3.2,3.2,NA,3,3,NA
M_PL_060_14,Croton fothergillifolius,actinomorphic,15,13,13,0,4.7,4.7,NA,4.5,4.5,NA
M_PL_060_14,Toddalia asiatica,actinomorphic,11,10,10,0,3.7,3.7,NA,4.5,4.5,NA
M_PL_060_14,Aphloia theiformis,actinomorphic,13,12,12,0,4.3,4.3,NA,4,4,NA
M_PL_060_14,Erythroxylum macrocarpum,actinomorphic,13,10,10,0,3.6,3.6,NA,4,4,NA
M_PL_060_14,Psiadia terebinthina,actinomorphic,11,11,11,0,4.2,4.2,NA,5,5,NA
M_PL_060_14,Antirhea borbonica,actinomorphic,2,2,2,0,0.4,0.4,NA,0,0,NA
M_PL_060_14,Doratoxylon apetalum,actinomorphic,2,2,2,0,1,1,NA,1,1,NA
M_PL_060_14,Dodonaea viscosa,actinomorphic,5,3,3,0,1.3,1.3,NA,2,2,NA
M_PL_060_14,Trochetia blackburniana,actinomorphic,1,1,0,0,0.4,0.4,NA,0,0,NA
M_PL_060_15,Sideroxylon cinereum,actinomorphic,13,12,12,0,3.46153846153846,3.46153846153846,NA,3,3,NA
M_PL_060_15,Molinaea alternifolia,actinomorphic,14,13,13,0,4.84615384615385,4.84615384615385,NA,5,5,NA
M_PL_060_15,Psiadia terebinthina,actinomorphic,19,16,16,0,4.92307692307692,4.92307692307692,NA,5,5,NA
M_PL_060_15,Toddalia asiatica,actinomorphic,8,8,8,0,3.15384615384615,3.15384615384615,NA,3,3,NA
M_PL_060_15,Bertiera zaluzania,actinomorphic,6,6,6,0,3,3,NA,3,3,NA
M_PL_060_15,Croton fothergillifolius,actinomorphic,14,11,11,0,4.23076923076923,4.23076923076923,NA,4,4,NA
M_PL_060_15,Stillingia lineata,actinomorphic,7,7,7,0,2.76923076923077,2.76923076923077,NA,3,3,NA
M_PL_060_15,Homalanthus populifolius,actinomorphic,8,7,7,0,3.23076923076923,3.23076923076923,NA,3,3,NA
M_PL_060_15,Erythroxylum macrocarpum,actinomorphic,11,10,10,0,4.23076923076923,4.23076923076923,NA,4,4,NA
M_PL_060_15,Dodonaea viscosa,actinomorphic,6,6,6,0,2.38461538461538,2.38461538461538,NA,2,2,NA
M_PL_060_15,Aphloia theiformis,actinomorphic,9,9,9,0,3.69230769230769,3.69230769230769,NA,3,3,NA
M_PL_060_15,Antirhea borbonica,actinomorphic,8,8,8,0,3.30769230769231,3.30769230769231,NA,3,3,NA
M_PL_060_15,Chassalia coriacea,actinomorphic,6,6,6,0,2.46153846153846,2.46153846153846,NA,2,2,NA
M_PL_060_15,Trochetia blackburniana,actinomorphic,2,2,2,0,0.615384615384615,0.615384615384615,NA,1,1,NA
M_PL_060_16,Dracaena reflexa,actinomorphic,13,9,9,0,2.6875,2.6875,NA,3,3,NA
M_PL_060_16,Stillingia lineata,actinomorphic,11,10,10,0,3.0625,3.0625,NA,3,3,NA
M_PL_060_16,Myonima violacea,actinomorphic,9,6,6,0,1.625,1.625,NA,1.5,1.5,NA
M_PL_060_16,Psiadia terebinthina,actinomorphic,7,7,7,0,2.4375,2.4375,NA,2,2,NA
M_PL_060_16,Bertiera zaluzania,actinomorphic,7,7,7,0,2.6875,2.6875,NA,3,3,NA
M_PL_060_16,Erythroxylum macrocarpum,actinomorphic,14,9,9,0,3,3,NA,3,3,NA
M_PL_060_16,Homalanthus populifolius,actinomorphic,8,8,8,0,2.8125,2.8125,NA,3,3,NA
M_PL_060_16,Croton fothergillifolius,actinomorphic,10,7,7,0,2.6875,2.6875,NA,2.5,2.5,NA
M_PL_060_16,Molinaea alternifolia,actinomorphic,10,9,9,0,3,3,NA,3.5,3.5,NA
M_PL_060_16,Olea lancea,actinomorphic,4,4,4,0,2.125,2.125,NA,2,2,NA
M_PL_060_16,Psidium cattleianum,actinomorphic,5,5,5,0,2.3125,2.3125,NA,2,2,NA
M_PL_060_16,Faujasiopsis flexuosa,actinomorphic,2,2,2,0,1.3125,1.3125,NA,1.5,1.5,NA
M_PL_060_16,Claoxylon linostachys,actinomorphic,3,2,2,0,0.3125,0.3125,NA,0,0,NA
