og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch
Solanum.erianthum,Solanaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Solanum erianthum
Solanum.havanense,Solanaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Solanum havanense
Solanum.hispidum(=S.asperolanatum),Solanaceae,2.4,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.4,Solanum asperolanatum
Solanum.lycocarpum,Solanaceae,2,NA,1,"Pontinhas Farm, Goiás (Brazil)",-17.63636111,-48.39191667,860,Cerrado,Marcelo et al. (2021). Pl. Sp. Biol. 36: 308-321.,NA,SI,0,All year. Am species. Data for h flowers.,NA,NA,"Close at 6 PM, reopen next day",marcoshighquality,2,Solanum lycocarpum
Solanum.nudum,Solanaceae,1.8,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.8,Solanum nudum
Solanum.siparunoides(=S.aturense),Solanaceae,2.4,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.4,Solanum aturense
Solanum.torvum,Solanaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Solanum torvum
Solanum.trizygum,Solanaceae,4.1,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4.1,Solanum trizygum
Solanum.vespertilio,Solanaceae,4,NA,1,"University of Connecticut, Connecticut (USA)",NA,NA,NA,Greenhouse,Anderson et al. (2015). Plant Syst. Evol. 301: 1191-1206.,NA,Weakly SC,0,Am species. Data for h flowers.,NA,NA,NA,marcoshighquality,4,Solanum vespertilio
Sophora.fernandeziana,Fabaceae,6,NA,NA,Juan Fernández Islands (Chile),NA,NA,350,NA,Bernardello et al. (2004). Amer. J. Bot. 91: 198-206.,NA,SI?,1,Sep-Oct.,NA,NA,NA,marcoshighquality,6,Sophora fernandeziana
Spilanthes.urens,Asteraceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Spilanthes urens
Spondias.macrocarpa,Anacardiaceae,5,NA,1,"Campinas, Sao Paulo (Brazil)",-22.818,-47.065,NA,University campus,Tavares et al. (2020). Flora 273: 151707.,NA,SI (0.11),1,Oct-Dec. Am species. Data for h flowers.,NA,NA,NA,marcoshighquality marcoshighquality,5,Spondias macrocarpa
Spondias.macrocarpa,Anacardiaceae,3,NA,1,NA,NA,NA,NA,NA,Tavares et al. (2020). Flora 273: 151707.,NA,NA,1,Am species. Data for m flowers.,NA,NA,NA,marcoshighquality marcoshighquality,3,Spondias macrocarpa
Spondias.mombin,Anacardiaceae,2 to 3,NA,0,"Santo Antônio do Tauá, Pará (Brazil)",-1.166666667,-48.16666667,NA,Tropical forest,Ramos (2009). Msc Thesis,NA,NA,NA,Abr/May-end or rainy season. Am species. Data for h flowers.,NA,NA,Open early in the morning (6:00),marcoshighquality marcoshighquality,2.5,Spondias mombin
Spondias.mombin,Anacardiaceae,1,NA,0,NA,NA,NA,NA,NA,Ramos (2009). Msc Thesis,NA,NA,NA,Am species. Data for m flowers.,NA,NA,NA,marcoshighquality marcoshighquality,1,Spondias mombin
Stachys.cretica,Lamiaceae,2.7,0.2,3,Daphni (Greece),NA,NA,135 to 215,Mediterranean scrubland,Petanidou & Vokou (1993). Amer. J. Bot. 80: 892-899.,NA,NA,1,NA,NA,NA,NA,marcoshighquality,2.7,Stachys cretica
Stachytarpheta.jamaicensis,Verbenaceae,0.5,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,Drop by midday,marcoshighquality marcoslowquality marcoscommunity,0.5,Stachytarpheta jamaicensis
Stellaria.pubera,Caryophyllaceae,3.6,0.081482278,3,"Oosting NA & Gate 24 of Duke Forest, North Carolina (USA)",NA,NA,NA,Temperate forest,Motten (1986). Ecol. Monogr. 56: 21-42.,NA,NA,1,Apr-May.,5.1,0.15109662,NA,marcoshighquality,3.6,Stellaria pubera
Stenocereus.eruca,Cactaceae,0.583333333,NA,NA,"Estero Salinas, Baja California (Mexico)",NA,NA,NA,Desert,Clark-Tapia & Molina-Freaner (2004). Plant Syst. Evol. 247: 155-164.,NA,SI,1,Aug-Oct.,NA,NA,Open at dusk,marcoshighquality,0.583333333,Stenocereus eruca
Stenocereus.griseus,Cactaceae,0.708333333,NA,NA,Pueblo de Mamo (Venezuela),10.88333333,-67.03333333,NA,Desert,Nassar et al. (1997). Amer. J. Bot. 84: 918-927.,NA,SI,1,"All year. Approximate floral longevity (estimated opening 1900, estimated closing 1200).",NA,NA,Open at night,marcoshighquality,0.708333333,Stenocereus griseus
Stenocereus.queretaroensis,Cactaceae,0.833333333,0.16,NA,"Autlán, Jalisco (Mexico)",19.805,-104.3316667,900,Thorn-scrub forest,Ibarra-Cerdeña et al. (2005). Amer. J. Bot. 92: 503-509.,NA,SI,1,Feb-early Jun. Coordinates of the central point of the study area.,NA,NA,Open at dusk,marcoshighquality,0.833333333,Stenocereus queretaroensis
Stenocereus.stellatus,Cactaceae,0.541666667,NA,NA,"Zapotitlán de las Salinas, Puebla (Mexico)",18.33333333,-97.46666667,1550,"Thorn-scrub forest, desert",Casas et al. (1999). Amer. J. Bot. 86: 534-542.,NA,SC,1,Jun-Sep.,NA,NA,Open at night,marcoshighquality,0.541666667,Stenocereus stellatus
Stenocereus.thurberi,Cactaceae,0.541666667,NA,NA,"Bahia Kino, Sonora (Mexico)",28.83333333,-112.0833333,200-450 m,Desert,Fleming et al. (1996). Southwest. Nat. 41: 257-269.,NA,SI,1,May-Jun.,NA,NA,Sunset to morning,marcoshighquality,0.541666667,Stenocereus thurberi
Sternbergia.lutea.ssp.sicula,Amaryllidaceae,4.9,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4.9,Sternbergia lutea ssp sicula
Stromanthe.jacquinii,Maranthaceae,12 to 14 h,NA,1,PN Henri Pittier (Venezuela),10.35,-67.68333333,1000 to 1400,Cloud forest,Seres & Ramírez (1995). Ann. MO Bot. Gard. 82: 61-81.,NA,SC Aut,1,"Maximum longevity given. Jul-Dic (from Seres & Ramírez, 1993). Mating system from Ramírez & Seres (1994).",NA,NA,Open in the morning,marcoshighquality,0.541666667,Stromanthe jacquinii
Stromanthe.tonckat,Maranthaceae,0.291666667,NA,1,PN Henri Pittier (Venezuela),10.35,-67.68333333,1000 to 1400,Cloud forest,Seres & Ramírez (1995). Ann. MO Bot. Gard. 82: 61-81.,NA,SC,1,"Maximum longevity given. Sep-Jul (from Seres & Ramírez, 1993). Mating system from Ramírez & Seres (1994).",NA,NA,Open in the morning,marcoshighquality,0.291666667,Stromanthe tonckat
Stryphnodendron.adstringens,Fabaceae,1,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Stryphnodendron adstringens
Stylosanthes.hamata,Fabaceae,0.5,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,0.5,Stylosanthes hamata
Styrax.ferrugineus,Styracaceae,1,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Styrax ferrugineus
Subpilocereus.horrispinus,Cactaceae,0.708333333,NA,NA,Península de Paraguaná (Venezuela),11.95,-69.99166667,NA,Desert,Nassar et al. (1997). Amer. J. Bot. 84: 918-927.,NA,SI,1,"Aug-Nov. Approximate floral longevity (estimated opening 1900, estimated closing 1200).",NA,NA,NA,marcoshighquality,0.708333333,Subpilocereus horrispinus
Subpilocereus.repandus,Cactaceae,0.708333333,NA,NA,Península de Paraguaná (Venezuela),11.95,-69.99166667,NA,Desert,Nassar et al. (1997). Amer. J. Bot. 84: 918-927.,NA,SI,1,"Mar-Nov. Approximate floral longevity (estimated opening 1900, estimated closing 1200).",NA,NA,NA,marcoshighquality,0.708333333,Subpilocereus repandus
Swertia.bimaculata,Gentianaceae,5.6,1.154700538,NA,"Mont Guanmen, Hubei (China)",31.44815,110.3903667,1270,NA,Wang et al. (2018) Ecol Evol 8: 3187-3207.,NA,"SC, fac Xen",1,Gm? species. Data for hermaphroditic flowers. SE for floral longevity roughly assessed. It should be properly calculated by compounding the SE of the different flower phases.,NA,NA,NA,marcoshighquality,5.6,Swertia bimaculata
Symbolanthus.pulcherrimus,Gentianaceae,6,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,6,Symbolanthus pulcherrimus
Symplocos.limoncillo,Symplocaceae,1.1,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.1,Symplocos limoncillo
Symplocos.rhamnifolia,Symplocaceae,1,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,NA,1,D species. Data valid in general.,NA,NA,NA,marcoshighquality marcoscommunity,1,Symplocos rhamnifolia
Tabebuia.ochracea,Bignoniaceae,2 or 3,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.5,Tabebuia ochracea
Tabernaemontana.laurifolia,Apocynaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1?,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Tabernaemontana laurifolia
Talinum paniculatum,Portulacaceae,0.166666667,NA,0,"Arboretum Biologia, Caracas (Venezuela)",10.5,-66.88333333,1100,Secondary tropical forest,Valerio & Ramírez (2003). Acta Bot. Venez. 26: 111-124 [online].,NA,SC Aut,0,NA,NA,NA,From 15:00 to 19:00.,marcoshighquality,0.166666667,Talinum paniculatum
Tapiscia sinensis,Tapisciaceae,4-5 d,NA,NA,"Qin Ling Mountain, Shaanxi (China)",33.51666667,108.5833333,1348,Wet areas,Zhou et al. (2016). Bot. J. Linn. Soc. 180: 504-514.,NA,NA,NA,Ad species. Data are valid fo both sexes.,NA,NA,NA,marcoshighquality,4.5,Tapiscia sinensis
Taraxacum.officinale,Asteraceae,1.5,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.5,Taraxacum officinale
Teramnus.labialis,Fabaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Teramnus labialis
Terminalia.fagifolia,Combretaceae,1,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Terminalia fagifolia
Terminalia.ferdinandiana,Combretaceae,7,NA,0,"Charles Darwin University Campus, Northern Territory (Australia)",-12.36886667,135.8666722,NA,Savanna woodland,Gorman et al. (2020). Aust. J. Bot. 67: 630-637.,NA,SI,Little,Nov. Am species. Data are valid for h flowers.,NA,NA,NA,marcoshighquality,7,Terminalia ferdinandiana
Teucrium.polium,Lamiaceae,1.2,0.08,3,Daphni (Greece),NA,NA,135 to 215,Mediterranean scrubland,Petanidou & Vokou (1993). Amer. J. Bot. 80: 892-899.,NA,NA,Traces,NA,NA,NA,NA,marcoshighquality,1.2,Teucrium polium
Thapsia.garganica,Apiaceae,4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4,Thapsia garganica
Thlaspi.rotundifolia,Brassicaceae,9,NA,2,"2 sites at Valais, Alps (Switzerland)",46.38333333,7.625,2700,Alpine meadow,Fabbro & Körner (2004). Flora 199: 70-81.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,9,Thlaspi rotundifolia
Thunbergia.fragrans,Acanthaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,1,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Thunbergia fragrans
Thymelaea.hirsuta,Thymelaeaceae,24 to 36 h,NA,1,"Talamone, Tuscany (Italy)",NA,NA,NA,Mediterranean maquis,Cornara et al. (2005). Plant Syst. Evol. 250: 157-172.,NA,NA,NA,Sep-May. Trioecious species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoshighquality,1.25,Thymelaea hirsuta
Thymelaea.hirsuta,Thymelaeaceae,2.5,NA,1,NA,NA,NA,NA,NA,Cornara et al. (2005). Plant Syst. Evol. 250: 157-172.,NA,NA,1,Trioecious species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoshighquality,2.5,Thymelaea hirsuta
Thymelaea.hirsuta,Thymelaeaceae,2,NA,1,NA,NA,NA,NA,NA,Cornara et al. (2005). Plant Syst. Evol. 250: 157-172.,NA,NA,1,Trioecious species. Data for hermaphroditic flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoshighquality,2,Thymelaea hirsuta
Thymelaea.hirsuta,Thymelaeaceae,10.3,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,10.3,Thymelaea hirsuta
Thymelaea.tartonraira.ssp.tartonraira,Thymelaeaceae,4.5,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4.5,Thymelaea tartonraira ssp tartonraira
Thymelaea.velutina,Thymelaeaceae,3-4 d,NA,NA,"Ca'n Picafort, S'Albufera NP, Majorca (Spain)",39.84,3,< 10,Coastal dune,de la Bandera & Traveset (2006) Plant Syst. Evol. 257: 9-23.,NA,NA,1,Late Feb-early May. D species. Data for males. Latitude and longitude transformed from UTM coordinates on the paper.,NA,NA,NA,marcoshighquality,3.5,Thymelaea velutina
Thymus.boissieri,Lamiaceae,11.2,1.1,3,Mt. Olympos (Greece)-1994,40.06666667,22.45,2600 to 2750,Alpine meadow and scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jun.,NA,NA,NA,marcoshighquality marcoscommunity,11.2,Thymus boissieri
Thymus.capitatus(=Thymbra.capitata),Lamiaceae,2.7,0.14,3,Daphni (Greece),NA,NA,135 to 215,Mediterranean scrubland,Petanidou & Vokou (1993). Amer. J. Bot. 80: 892-899.,NA,NA,Traces,NA,NA,NA,NA,marcoshighquality,2.7,Thymbra capitata
Tiarella.cordifolia,Saxifragaceae,6.2,0.148131216,3,"Oosting NA & Gate 24 of Duke Forest, North Carolina (USA)",NA,NA,NA,Temperate forest,Motten (1986). Ecol. Monogr. 56: 21-42.,NA,NA,0,Apr-May.,6.8,0.151447561,NA,marcoshighquality,6.2,Tiarella cordifolia
Tillandsia.duratii,Bromeliaceae,3,NA,NA,"Porto Murtinho, Matto Grosso do Sul (Brazil)",-21.6825,-57.77901667,90,Chaco,Gomes et al. (2020). Bot. J. Linn. Soc. 192: 840-854.,NA,SC,1,Mar-Jul.,NA,NA,Open also at night,marcoshighquality,3,Tillandsia duratii
Tillandsia.loliacea,Bromeliaceae,3,NA,NA,"Porto Murtinho, Matto Grosso do Sul (Brazil)",-21.6825,-57.77901667,90,Chaco,Gomes et al. (2020). Bot. J. Linn. Soc. 192: 840-854.,NA,SC,1,Feb-Dec.,NA,NA,Open also at night,marcoshighquality,3,Tillandsia loliacea
Tillandsia.recurvifolia,Bromeliaceae,3,NA,NA,"Porto Murtinho, Matto Grosso do Sul (Brazil)",-21.6825,-57.77901667,90,Chaco,Gomes et al. (2020). Bot. J. Linn. Soc. 192: 840-854.,NA,SI,1,Apr-Sep.,NA,NA,Open also at night,marcoshighquality,3,Tillandsia recurvifolia
Tocoyena.formosa,Rubiaceae,2,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Tocoyena formosa
Tolumnia.variegata,Orchidaceae,14,NA,0,Near Laguna Tortuguero (Puerto Rico),NA,NA,10,Secondary tropical forest,Sabat & Ackerman (1996). Amer. J. Bot. 83: 1181-1186.,NA,NA,0,NA,NA,NA,NA,marcoshighquality,14,Tolumnia variegata
Tordylium.apulum,Apiaceae,3,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,3,Tordylium apulum
Torrubia.costaricana(=Guapira.costaricana),Nyctaginaceae,4.1,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,D species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity,4.1,Guapira costaricana
Torrubia.costaricana(=Guapira.costaricana),Nyctaginaceae,8,NA,1,NA,NA,NA,NA,NA,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,D species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity,8,Guapira costaricana
Tournefortia.poliochros,Boraginaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,SC Self?,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Tournefortia poliochros
Tournefortia.volubilis,Boraginaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,SC Self?,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Tournefortia volubilis
Tovomita.nicaraguensis(=Chrysochlamys.nicaraguensis),Clusiaceae,3.9,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,D species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity,3.9,Chrysochlamys nicaraguensis
Tovomita.nicaraguensis(=Chrysochlamys.nicaraguensis),Clusiaceae,4.5,NA,1,NA,NA,NA,1400 to 1500,NA,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,D species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity,4.5,Chrysochlamys nicaraguensis
Tradescantia.zanonia,Commelinaceae,8 to 10 h,NA,1,PN Henri Pittier (Venezuela),10.35,-67.68333333,1000 to 1400,Cloud forest,Seres & Ramírez (1995). Ann. MO Bot. Gard. 82: 61-81.,NA,SI,0,"Maximum longevity given. All year round (from Seres & Ramírez, 1993). Mating system from Ramírez & Seres (1994).",NA,NA,NA,marcoshighquality,0.375,Tradescantia zanonia
Tragia.volubilis,Euphorbiaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Tragia volubilis
Tragopogon.porrifolius.ssp.porrifolius,Asteraceae,1.1,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.1,Tragopogon porrifolius ssp porrifolius
Tremastelma.palaestinum(=Lomelosia.palestina),Caprifoliaceae,4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4,Lomelosia palestina
Trembleya laniflora,Melastomataceae,2.868421053,0.1,1,"APA Morro da Pedreira, Minas Gerais (Brazil)",-19.295,-43.592,1303,Campo rupestre tropical grassland,Soares & Morellato (2018). Flora 238: 138-147.,NA,SI,0,May-Oct.,NA,NA,Open mostly at night,marcoshighquality,2.868421053,Trembleya laniflora
Tribulus.cistoides,Zygophyllaceae,0.5,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,0.5,Tribulus cistoides
Trichostigma.octandrum,Phytolaccaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Trichostigma octandrum
Trifolium.alpinum,Fabaceae,3.4,0.309838668,3,"Realp, Alps (Switzerland)",NA,NA,1600,Alpine meadow,Trunschke & Stocklin (2017). Alp. Bot. 127: 41-51.,NA,NA,NA,NA,5.22,0.75,NA,marcoshighquality marcoshighquality,3.4,Trifolium alpinum
Trifolium.alpinum,Fabaceae,4.2,0.464758002,3,"Furka Pass, Alps (Switzerland)",NA,NA,2600,Alpine meadow,Trunschke & Stocklin (2017). Alp. Bot. 127: 41-51.,NA,NA,NA,NA,7.46,0.45,NA,marcoshighquality marcoshighquality,4.2,Trifolium alpinum
Trifolium.repens.ssp.orphanideum,Fabaceae,3.2,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,3.2,Trifolium repens ssp orphanideum
Trifolium.stellatum,Fabaceae,2,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Trifolium stellatum
Trillium.catesbaei,Melanthiaceae,16.5,0.528087294,3,"Oosting NA & Gate 24 of Duke Forest, North Carolina (USA)",NA,NA,NA,Temperate forest,Motten (1986). Ecol. Monogr. 56: 21-42.,NA,NA,0,Apr-May.,NA,NA,NA,marcoshighquality,16.5,Trillium catesbaei
Trillium.erectum,Melanthiaceae,16.2,NA,1,"Joker's Hill FS, Ontario (Canada)",NA,NA,NA,Mixed deciduous forest,Sage et al. (2001). Ann. Bot. 88: 829-841.,NA,SI,NA,May.,NA,NA,NA,marcoshighquality,16.2,Trillium erectum
Trillium.grandiflorum,Melanthiaceae,17,NA,1,"Joker's Hill FS, Ontario (Canada)",NA,NA,NA,Mixed deciduous forest,Sage et al. (2001). Ann. Bot. 88: 829-841.,NA,SI,NA,May.,NA,NA,NA,marcoshighquality,17,Trillium grandiflorum
Trixis.praestans,Asteraceae,3.5,1,3,"Faculty of Agricultural Sciences, UNL, Esperanza (Argentina)",-31.45,-60.93333333,NA,Experimental field,Cuffia et al. (2022). Plant Syst. Evol. 308: 27.,NA,Xen,1,Jul-Aug.,NA,NA,NA,marcoshighquality,3.5,Trixis praestans
