og_species,sym_all,sources
Centaurea melitensis,actinomorphic,jolyandschoen2021 stephens2021
Centaurea nemoralis,actinomorphic,jolyandschoen2021
Centaurea nervosa,actinomorphic,jolyandschoen2021
Centaurea nigra,actinomorphic,jolyandschoen2021 yoderetal2020
Centaurea omphalotricha,actinomorphic,2023TRY_350
Centaurea orphanidea,actinomorphic,yoderetal2020
Centaurea pomeliana,actinomorphic,2023TRY_350
Centaurea praecox,actinomorphic,2023TRY_350
Centaurea pullata,actinomorphic,2023TRY_350
Centaurea pungens,actinomorphic,2023TRY_350
Centaurea raphanina,actinomorphic,yoderetal2020
Centaurea scabiosa,actinomorphic,jolyandschoen2021
Centaurea senegalensis,actinomorphic,2023TRY_350
Centaurea seridis,actinomorphic,2023TRY_350
Centaurea seridis subsp. sonchifolia,actinomorphic,2023TRY_350
Centaurium erythraea,actinomorphic,jolyandschoen2021
Centaurium pulchellum,actinomorphic,stephens2021
Centella asiatica,actinomorphic,2023TRY_350
Centella capensis,actinomorphic,jolyandschoen2021
Centipeda cunninghamii,actinomorphic,stephens2021
Centipeda minima,actinomorphic,stephens2021
Centipeda thespidioides,actinomorphic,stephens2021
Centranthus ruber,zygomorphic,jolyandschoen2021
Centrapalus pauciflorus,actinomorphic zygomorphic,2023TRY_350
Centropogon congestus,zygomorphic,jolyandschoen2021
Centropogon cornutus,zygomorphic,yoderetal2020
Centropogon solanifolius,zygomorphic,jolyandschoen2021
Centropogon sp1 M_PL_068,zygomorphic,yoderetal2020
Centropogon talamancensis,zygomorphic,jolyandschoen2021
Centrosema pubescens,zygomorphic,2023TRY_350
Centrosema virginianum,zygomorphic,jolyandschoen2021 yoderetal2020
Cephalantera falcata,zygomorphic,yoderetal2020
Cephalanthera falcata,zygomorphic,jolyandschoen2021
Cephalanthera nanchuanica,zygomorphic,jolyandschoen2021
Cephalanthus occidentalis,actinomorphic,jolyandschoen2021 yoderetal2020
Cephalaria attenuata,actinomorphic,2023TRY_350
Cephalaria pungens,actinomorphic zygomorphic,2023TRY_350
Cephalipterum drummondii,actinomorphic,stephens2021
Cephalophyllum ebracteatum,actinomorphic,2023TRY_350
Cephalosphaera usambarensis,actinomorphic,2023TRY_350
Cephalotus follicularis,actinomorphic,jolyandschoen2021
Cerastium alpinum,actinomorphic,yoderetal2020
Cerastium arabidis,actinomorphic,2023TRY_350
Cerastium arcticum,actinomorphic,yoderetal2020
Cerastium arvense,actinomorphic,yoderetal2020
Cerastium fontanum,actinomorphic,yoderetal2020
Cerastium glomeratum,actinomorphic,yoderetal2020 stephens2021
Cerastium indicum,actinomorphic,2023TRY_350
Cerastium mollissimum,actinomorphic,yoderetal2020
Cerastium montioides,actinomorphic,yoderetal2020
Cerastium nutans,actinomorphic,yoderetal2020
Cerastium octandrum,actinomorphic,2023TRY_350
Cerastium vulgare,actinomorphic,stephens2021
Cerastium vulgatum,actinomorphic,yoderetal2020
Ceratandra atrata,zygomorphic,2023TRY_350
Ceratocapnos heterocarpa,zygomorphic,jolyandschoen2021
Ceratonia siliqua,actinomorphic,jolyandschoen2021
Ceratotheca sesamoides,zygomorphic,2023TRY_350
Ceratotheca triloba,actinomorphic zygomorphic,2023TRY_350
Cerbera manghas,actinomorphic,yoderetal2020
Cercis canadensis,zygomorphic,jolyandschoen2021 yoderetal2020
Cercis siliquastrum,zygomorphic,yoderetal2020
Cereus peruvianus,actinomorphic,yoderetal2020
Cereus portoricensis,actinomorphic,jolyandschoen2021
Cerinthe glabra,actinomorphic,jolyandschoen2021
Cerinthe major,actinomorphic,jolyandschoen2021
Cerinthe minor,actinomorphic,jolyandschoen2021
Ceriops tagal,actinomorphic,2023TRY_350
Ceropegia achtenii,actinomorphic,2023TRY_350
Ceropegia adenensis,actinomorphic,2023TRY_350
Ceropegia adscendens,actinomorphic,2023TRY_350
Ceropegia caffra,actinomorphic,2023TRY_350
Ceropegia campanulata,actinomorphic,2023TRY_350
Ceropegia cathcartensis,actinomorphic,2023TRY_350
Ceropegia codonoides,actinomorphic,2023TRY_350
Ceropegia cooperi,actinomorphic,2023TRY_350
Ceropegia deightonii,actinomorphic,2023TRY_350
Ceropegia dichotoma,actinomorphic,2023TRY_350
Ceropegia filipendula,actinomorphic,2023TRY_350
Ceropegia fusiformis,actinomorphic,2023TRY_350
Ceropegia gordonii,actinomorphic,2023TRY_350
Ceropegia imbricata,actinomorphic,2023TRY_350
Ceropegia johnsonii,actinomorphic,2023TRY_350
Ceropegia ledermannii,actinomorphic,2023TRY_350
Ceropegia lenewtonii,actinomorphic,2023TRY_350
Ceropegia marlothii,actinomorphic,2023TRY_350
Ceropegia meyeri-johannis,actinomorphic zygomorphic,2023TRY_350
Ceropegia meyeriana,actinomorphic,2023TRY_350
Ceropegia mossamedensis,actinomorphic,2023TRY_350
Ceropegia namuliensis,actinomorphic,2023TRY_350
Ceropegia nephroloba,actinomorphic zygomorphic,2023TRY_350
Ceropegia nigra,actinomorphic,2023TRY_350
Ceropegia nilotica,actinomorphic,2023TRY_350
Ceropegia papillata,actinomorphic,2023TRY_350
Ceropegia pedicellata,actinomorphic,2023TRY_350
Ceropegia plocamoides,actinomorphic,2023TRY_350
Ceropegia purpurascens,actinomorphic,2023TRY_350
Ceropegia racemosa,actinomorphic,2023TRY_350
Ceropegia retrospiciens,actinomorphic,2023TRY_350
Ceropegia rhynchantha,actinomorphic,2023TRY_350
Ceropegia sankuruensis,actinomorphic zygomorphic,2023TRY_350
Ceropegia simoneae,actinomorphic,2023TRY_350
Ceropegia sobolifera,actinomorphic,2023TRY_350
Ceropegia stenantha,actinomorphic,2023TRY_350
Ceropegia stenoloba,actinomorphic,2023TRY_350
Ceropegia venenosa,actinomorphic,2023TRY_350
Ceropegia verticillata,actinomorphic,2023TRY_350
Ceropegia yorubana,actinomorphic,2023TRY_350
Cespedesia spathulata,actinomorphic,jolyandschoen2021
Cestrum aurantiacum,actinomorphic,jolyandschoen2021
Chaenostoma floribundum,actinomorphic,2023TRY_350
Chaerophyllum aromaticum,actinomorphic,jolyandschoen2021
Chaerophyllum aureum,actinomorphic,jolyandschoen2021
Chaerophyllum bulbosum,actinomorphic,jolyandschoen2021
Chaerophyllum hirsutum,actinomorphic,jolyandschoen2021
Chaerophyllum procumbens,actinomorphic,jolyandschoen2021 yoderetal2020
Chaerophyllum tainturieri,actinomorphic,jolyandschoen2021
Chaerophyllum temulentum,actinomorphic,yoderetal2020
Chaerophyllum temulum,actinomorphic,jolyandschoen2021
Chaerophyllum villarsii,actinomorphic,jolyandschoen2021
Chaetanthera apiculata,actinomorphic,yoderetal2020
Chaetanthera euphrasioides,actinomorphic,yoderetal2020
Chaetanthera flabellata,actinomorphic,yoderetal2020
Chaetanthera lycopodioides,actinomorphic,yoderetal2020
Chaetanthera microphylla,actinomorphic,yoderetal2020
Chaetanthera pusilla,actinomorphic,yoderetal2020
Chaetocalys scandens,zygomorphic,yoderetal2020
Chaetocarpus africanus,actinomorphic,2023TRY_350
Chamaeclitandra henriquesiana,actinomorphic,2023TRY_350
Chamaecrista absus,actinomorphic zygomorphic,stephens2021 2023TRY_350
Chamaecrista belemii,zygomorphic,yoderetal2020
Chamaecrista blanchetii,zygomorphic,jolyandschoen2021
Chamaecrista chapadae,zygomorphic,jolyandschoen2021
Chamaecrista comosa,actinomorphic zygomorphic,2023TRY_350
Chamaecrista confertiformis,zygomorphic,jolyandschoen2021
Chamaecrista cytisoides,zygomorphic,jolyandschoen2021
Chamaecrista desvauxii,zygomorphic,jolyandschoen2021
Chamaecrista exigua,zygomorphic,stephens2021
Chamaecrista glandulosa,zygomorphic,yoderetal2020
Chamaecrista glaucofilix,zygomorphic,jolyandschoen2021
Chamaecrista grantii,actinomorphic,2023TRY_350
Chamaecrista kirkii,zygomorphic,2023TRY_350
Chamaecrista lineata,zygomorphic,jolyandschoen2021
Chamaecrista mimosoides,zygomorphic,2023TRY_350
Chamaecrista nigricans,zygomorphic,2023TRY_350
Chamaecrista parva,zygomorphic,2023TRY_350
Chamaecrista ramosa,zygomorphic,jolyandschoen2021
Chamaecrista rotundifolia,actinomorphic zygomorphic,jolyandschoen2021 stephens2021 2023TRY_350
Chamaecrista symonii,zygomorphic,stephens2021
Chamaedaphne calyculata,actinomorphic,jolyandschoen2021 yoderetal2020
Chamaedorea seifrizii,actinomorphic,jolyandschoen2021
Chamaenerion angustifolium,actinomorphic,yoderetal2020
Chamaenerium angustifolium,actinomorphic,yoderetal2020
Chamaepentas hindsioides,actinomorphic,2023TRY_350
Chamaepentas longituba,actinomorphic,2023TRY_350
Chamaepentas nobilis,actinomorphic,2023TRY_350
Chamaerops humilis,actinomorphic,yoderetal2020 2023TRY_350
Chamaesaracha viscosa,actinomorphic,jolyandschoen2021
Chamaescilla corymbosa,actinomorphic,stephens2021
Chamaescilla spiralis,actinomorphic,stephens2021
Chamaexeros fimbriata,actinomorphic,stephens2021
Chamelaucium ciliatum,actinomorphic,stephens2021
Chamelaucium pauciflorum,actinomorphic,stephens2021
Chamelaucium sp. Coolcalalya (A.H.Burbidge 4233),actinomorphic,stephens2021
Chamerion angustifolium,actinomorphic,yoderetal2020
Chamomilla recutita,actinomorphic,yoderetal2020
Chascanum garipense,zygomorphic,2023TRY_350
Chascanum pinnatifidum,actinomorphic zygomorphic,2023TRY_350
Chasmanthe aethiopica,zygomorphic,2023TRY_350
Chasmanthe bicolor,zygomorphic,2023TRY_350
Chasmanthe floribunda,zygomorphic,jolyandschoen2021
Chasmanthera dependens,actinomorphic,2023TRY_350
Chassalia coriacea,actinomorphic,yoderetal2020
Chassalia cristata,actinomorphic zygomorphic,2023TRY_350
Chassalia discolor,actinomorphic,2023TRY_350
Chassalia ischnophylla,actinomorphic zygomorphic,2023TRY_350
Chassalia kolly,actinomorphic,2023TRY_350
Chassalia macrodiscus,actinomorphic zygomorphic,2023TRY_350
Chassalia parvifolia,actinomorphic,2023TRY_350
Chassalia petrinensis,actinomorphic,yoderetal2020
Chassalia subcordatifolia,actinomorphic,2023TRY_350
Chassalia subochreata,actinomorphic,2023TRY_350
Cheilocostus speciosus,zygomorphic,2023TRY_350
Cheiridopsis denticulata,actinomorphic,2023TRY_350
Chelidonium majus,actinomorphic,yoderetal2020
Chelonanthus alatus,actinomorphic,jolyandschoen2021
Chelone glabra,zygomorphic,jolyandschoen2021
Chenopodium album,actinomorphic,2023TRY_350
Chicocca alba,actinomorphic,yoderetal2020
Chimaphila umbellata,actinomorphic,jolyandschoen2021 yoderetal2020
Chimonanthus praecox,actinomorphic,jolyandschoen2021
Chiococa alba,actinomorphic,yoderetal2020
Chionographis japonica,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Chironia baccifera,actinomorphic,2023TRY_350
Chironia jasminoides,actinomorphic,2023TRY_350
Chironia krebsii,actinomorphic,2023TRY_350
Chironia laxa,actinomorphic,2023TRY_350
Chironia linoides,actinomorphic,2023TRY_350
Chironia sp,actinomorphic,2023TRY_319
Chironia tetragona,actinomorphic,2023TRY_350
Chloraea lamellata,zygomorphic,jolyandschoen2021
Chloris virgata,zygomorphic,2023TRY_350
Chlorophora tinctoria,actinomorphic,yoderetal2020
Chlorophytum affine,actinomorphic,2023TRY_350
Chlorophytum blepharophyllum,actinomorphic,2023TRY_350
Chlorophytum bowkeri,actinomorphic,2023TRY_350
Chlorophytum cameronii,actinomorphic,2023TRY_350
Chlorophytum clarae,actinomorphic,2023TRY_350
Chlorophytum colubrinum,actinomorphic,2023TRY_350
Chlorophytum comosum,actinomorphic,2023TRY_350
Chlorophytum cordifolium,actinomorphic,2023TRY_350
Chlorophytum filipendulum,actinomorphic,2023TRY_350
Chlorophytum gallabatense,actinomorphic,2023TRY_350
Chlorophytum geophilum,actinomorphic,2023TRY_350
Chlorophytum graminifolium,actinomorphic,2023TRY_350
Chlorophytum hysteranthum,actinomorphic,2023TRY_350
Chlorophytum immaculatum,actinomorphic,2023TRY_350
Chlorophytum laxum,actinomorphic,2023TRY_350
Chlorophytum macrophyllum,zygomorphic,2023TRY_350
Chlorophytum macrorrhizum,actinomorphic,2023TRY_350
Chlorophytum puberulum,actinomorphic,2023TRY_350
Chlorophytum pusillum,actinomorphic,2023TRY_350
Chlorophytum sphacelatum,actinomorphic,2023TRY_350
Chlorophytum stenopetalum,actinomorphic,2023TRY_350
Chlorophytum stolzii,actinomorphic,2023TRY_350
Chlorophytum subpetiolatum,actinomorphic,2023TRY_350
Chondrilla juncea,actinomorphic,yoderetal2020
Chondrilla ramosissima,actinomorphic,yoderetal2020
Choretrum glomeratum,actinomorphic,stephens2021
Choretrum pauciflorum,actinomorphic,stephens2021
Choriceras tricorne,actinomorphic,stephens2021
Choristylis rhamnoides,actinomorphic,jolyandschoen2021
Chorizema racemosum,zygomorphic,stephens2021
Christiana africana,actinomorphic,2023TRY_350
Chromolaena odorata,actinomorphic,2023TRY_350
Chromolanea sp1 M_PL_031,actinomorphic,yoderetal2020
Chrozophora brocchiana,actinomorphic,2023TRY_350
Chrysanthellum indicum,actinomorphic zygomorphic,2023TRY_350
Chrysanthemoides monilifera,actinomorphic zygomorphic,stephens2021
Chrysanthemum coronarium,actinomorphic,yoderetal2020
Chrysanthemum leucanthemum,actinomorphic,yoderetal2020
Chrysanthemum maximum,actinomorphic,yoderetal2020
Chrysobalanus,actinomorphic,yoderetal2020
Chrysobalanus icaco,actinomorphic,jolyandschoen2021 yoderetal2020
Chrysocephalum apiculatum,actinomorphic,stephens2021
Chrysocephalum eremaeum,actinomorphic,stephens2021
Chrysocephalum gilesii,actinomorphic,stephens2021
Chrysocephalum pterochaetum,actinomorphic,stephens2021
Chrysocephalum puteale,actinomorphic,stephens2021
Chrysocephalum semipapposum,actinomorphic,stephens2021
Chrysojasminum goetzeanum,actinomorphic,2023TRY_350
Chrysojasminum odoratissimum,actinomorphic,2023TRY_350
Chrysolepis sempervirens,actinomorphic,jolyandschoen2021
Chrysophyllum beguei,actinomorphic,2023TRY_350
Chrysophyllum boukokoense,actinomorphic,2023TRY_350
Chrysophyllum gorungosanum,actinomorphic,2023TRY_350
Chrysophyllum lacourtianum,actinomorphic,2023TRY_350
Chrysophyllum oliviforme,actinomorphic,jolyandschoen2021
Chrysopogon nigritanus,zygomorphic,2023TRY_350
Chrysopsis villosa,actinomorphic,yoderetal2020
Chrysosplenium japonicum,actinomorphic,jolyandschoen2021
Chthonocephalus pseudevax,actinomorphic,stephens2021
Chuquiraga oppositifolia,actinomorphic,yoderetal2020
Chytranthus macrobotrys,actinomorphic zygomorphic,2023TRY_350
Chytranthus setosus,zygomorphic,2023TRY_350
Cicer arietinum,zygomorphic,jolyandschoen2021
Cichorium endivia,actinomorphic,jolyandschoen2021
Cichorium intybus,actinomorphic,jolyandschoen2021
Cicuta bulbifera,actinomorphic,jolyandschoen2021
Cicuta douglasii,actinomorphic,jolyandschoen2021
Cicuta maculata,actinomorphic,jolyandschoen2021 yoderetal2020
Cienfuegosia digitata,actinomorphic,2023TRY_350
Cimicifuga acerina,actinomorphic,yoderetal2020
Cimicifuga simplex,actinomorphic,yoderetal2020
Cinchona calisaya,actinomorphic,2023TRY_350
Cincinnobotrys acaulis,actinomorphic,2023TRY_350
Cineraria deltoidea,actinomorphic,2023TRY_350
Cineraria erodioides,actinomorphic,2023TRY_350
Cinnamodendron ekmanii,actinomorphic,jolyandschoen2021
Cinnamomum,actinomorphic,yoderetal2020
Cinnamomum camphora,actinomorphic,jolyandschoen2021 yoderetal2020
Cinnamomum doederleinii,actinomorphic,yoderetal2020
Cinnamomum verum,actinomorphic,yoderetal2020
Circaea lutetiana,actinomorphic,yoderetal2020
Circaeaster agrestis,actinomorphic,jolyandschoen2021
Cirrhaea dependens,zygomorphic,jolyandschoen2021
Cirsium acaule,actinomorphic,jolyandschoen2021
Cirsium acaulon,actinomorphic,jolyandschoen2021
Cirsium altissimum,actinomorphic,yoderetal2020
Cirsium arvense,actinomorphic,jolyandschoen2021 yoderetal2020
Cirsium brevicaule,actinomorphic,yoderetal2020
Cirsium discolor,actinomorphic,yoderetal2020
Cirsium effusum,actinomorphic,yoderetal2020
Cirsium heterophyllum,actinomorphic,jolyandschoen2021
Cirsium japonicum,actinomorphic,yoderetal2020
Cirsium kagamontanum,actinomorphic,yoderetal2020
Cirsium lanceolatum,actinomorphic,yoderetal2020
Cirsium microspicatum,actinomorphic,yoderetal2020
Cirsium nipponica,actinomorphic,yoderetal2020
Cirsium oleraceum,actinomorphic,jolyandschoen2021 yoderetal2020
Cirsium palustre,actinomorphic,jolyandschoen2021 yoderetal2020
Cirsium pratensis,actinomorphic,yoderetal2020
Cirsium pumilum,actinomorphic,yoderetal2020
Cirsium purpuratum,actinomorphic,jolyandschoen2021
Cirsium sieboldii,actinomorphic,yoderetal2020
Cirsium suffultum,actinomorphic,yoderetal2020
Cirsium vulgare,actinomorphic,jolyandschoen2021 yoderetal2020 stephens2021
Cissampelos mucronata,actinomorphic,2023TRY_350
Cissampelos owariensis,actinomorphic,2023TRY_350
Cissampelos pareira,actinomorphic,jolyandschoen2021
Cissampelos pareira var. orbiculata,actinomorphic,2023TRY_350
Cissus cornifolia,actinomorphic,2023TRY_350
Cissus diffusiflora,actinomorphic,2023TRY_350
Cissus doeringii,actinomorphic,2023TRY_350
Cissus integrifolia,actinomorphic,2023TRY_350
Cissus petiolata,actinomorphic,2023TRY_350
Cissus populnea,actinomorphic,2023TRY_350
Cissus quadrangularis,actinomorphic,2023TRY_350
Cissus rubiginosa,actinomorphic,2023TRY_350
Cissus sicycoides,actinomorphic,yoderetal2020
Cissus simsiana,actinomorphic,yoderetal2020
Cissus verticillata,actinomorphic,yoderetal2020
Cistanche phelypaea,zygomorphic,2023TRY_350
Cistanche violacea,zygomorphic,2023TRY_350
Cistanthe grandiflora,actinomorphic,jolyandschoen2021
Cistus albidus,actinomorphic,yoderetal2020
Cistus crispus,actinomorphic,2023TRY_350
Cistus libanotis,actinomorphic,yoderetal2020
Cistus monspeliensis,actinomorphic,yoderetal2020
Cistus parviflorus,actinomorphic,yoderetal2020
Cistus salvifolius,actinomorphic,yoderetal2020
Citronella suaveolens,actinomorphic,jolyandschoen2021
Citropsis daweana,actinomorphic,2023TRY_350
Citrullus amarus,actinomorphic,stephens2021
Citrullus colocynthis,actinomorphic,2023TRY_350
Citrullus ecirrhosus,actinomorphic,2023TRY_350
Citrullus lanatus,actinomorphic,2023TRY_350
Citrus aurantium,actinomorphic,jolyandschoen2021
Citrus limon,actinomorphic,2023TRY_350
Citrus paradisi,actinomorphic,jolyandschoen2021
Citrus tachibana,actinomorphic,yoderetal2020
Cladanthus arabicus,actinomorphic zygomorphic,2023TRY_350
Cladanthus eriolepis,actinomorphic zygomorphic,2023TRY_350
Cladostemon kirkii,actinomorphic zygomorphic,2023TRY_350
Cladrastis sikokiana,zygomorphic,yoderetal2020
Claoxylon linostachys,actinomorphic,yoderetal2020
Clappertonia ficifolia,actinomorphic,2023TRY_350
Clappertonia polyandra,actinomorphic,2023TRY_350
Clarkia tenella,actinomorphic,yoderetal2020
Clarkia xantiana,zygomorphic,jolyandschoen2021
Clausena anisata,actinomorphic,2023TRY_350
Clavija eggersiana,actinomorphic,jolyandschoen2021
Claytonia virginica,actinomorphic,jolyandschoen2021 yoderetal2020
Cleistanthus caudatus,actinomorphic,2023TRY_350
Cleistanthus inundatus,actinomorphic,2023TRY_350
Cleistanthus ripicola,actinomorphic,2023TRY_350
Cleistopholis patens,actinomorphic,2023TRY_350
Clematis akebioides,actinomorphic,jolyandschoen2021
Clematis apiifolia,actinomorphic,yoderetal2020
Clematis brachiata,actinomorphic,2023TRY_350
Clematis chrysocoma,actinomorphic,jolyandschoen2021
Clematis cirrhosa,actinomorphic,2023TRY_350
Clematis commutata,actinomorphic,2023TRY_350
Clematis flammula,actinomorphic,2023TRY_350
Clematis grata,actinomorphic,yoderetal2020
Clematis hirsuta,actinomorphic,2023TRY_350
Clematis microphylla,actinomorphic,stephens2021
Clematis pitcheri,actinomorphic,yoderetal2020
Clematis rehderiana,actinomorphic,jolyandschoen2021
Clematis terniflora,actinomorphic,yoderetal2020
Clematis teuszii,actinomorphic,2023TRY_350
Clematis uhehensis,actinomorphic,2023TRY_350
Clematis villosa,actinomorphic,2023TRY_350
Clematis villosa subsp. kirkii,actinomorphic,2023TRY_350
